employee_id,attrition_label,attrition,gender,age,age_group,education,education_field,department,job_role,job_level,work_x_years,range_work_x,count_company_switches,range_company_switches,salary_hike_percent,range_salary_hike,stock_option_level,years_in_curr_role,range_years_in_curr_role,years_since_last_promotion,range_years_since_last_promotion,years_with_curr_manager
1744,Current Employees,No,Female,45,45 - 54,Bachelor's Degree,Life Sciences,HR,Human Resources,3,9,5-10 switches,4,3-6 switches,21,21-25 %,2,0,0-3 switches,0,0-3 switches,3
1745,Current Employees,No,Female,30,25 - 34,Master's Degree,Technical Degree,R&D,Research Scientist,1,10,5-10 switches,0,0-2 switches,16,16-20 %,0,7,6-9 switches,0,0-3 switches,7
1746,Current Employees,No,Male,24,Under 25,Bachelor's Degree,Medical,HR,Human Resources,1,3,0-5 switches,0,0-2 switches,14,11-15 %,1,2,0-3 switches,2,0-3 switches,1
1747,Ex-Employees,Yes,Female,30,25 - 34,Bachelor's Degree,Human Resources,HR,Human Resources,1,6,5-10 switches,6,3-6 switches,11,11-15 %,1,2,0-3 switches,1,0-3 switches,2
1749,Current Employees,No,Male,31,25 - 34,Bachelor's Degree,Technical Degree,Sales,Sales Executive,2,6,5-10 switches,1,0-2 switches,19,16-20 %,1,2,0-3 switches,0,0-3 switches,2
1751,Current Employees,No,Female,27,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,11,11-15 %,0,2,0-3 switches,1,0-3 switches,4
1752,Ex-Employees,Yes,Female,29,25 - 34,Bachelor's Degree,Marketing,Sales,Sales Representative,1,2,0-5 switches,1,0-2 switches,13,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1753,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,10,5-10 switches,8,6+ switches,12,11-15 %,0,2,0-3 switches,0,0-3 switches,2
1754,Current Employees,No,Male,30,25 - 34,Associates Degree,Marketing,Sales,Sales Executive,3,12,10-15 switches,2,0-2 switches,11,11-15 %,1,7,6-9 switches,1,0-3 switches,7
1755,Current Employees,No,Male,34,25 - 34,Master's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,0,0-2 switches,14,11-15 %,3,0,0-3 switches,1,0-3 switches,2
1756,Current Employees,No,Female,33,25 - 34,Bachelor's Degree,Marketing,Sales,Sales Executive,2,13,10-15 switches,8,6+ switches,15,11-15 %,0,7,6-9 switches,1,0-3 switches,7
1757,Current Employees,No,Female,49,45 - 54,Master's Degree,Marketing,Sales,Sales Executive,2,8,5-10 switches,3,3-6 switches,12,11-15 %,0,1,0-3 switches,0,0-3 switches,4
1758,Ex-Employees,Yes,Female,33,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,11,10-15 switches,2,0-2 switches,20,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1760,Current Employees,No,Female,38,35 - 44,Associates Degree,Medical,R&D,Laboratory Technician,1,9,5-10 switches,4,3-6 switches,14,11-15 %,1,1,0-3 switches,0,0-3 switches,5
1761,Ex-Employees,Yes,Male,31,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,3,10,5-10 switches,2,0-2 switches,13,11-15 %,3,0,0-3 switches,0,0-3 switches,0
1762,Current Employees,No,Female,29,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,13,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1763,Current Employees,No,Male,30,25 - 34,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,10,5-10 switches,3,3-6 switches,16,16-20 %,1,0,0-3 switches,1,0-3 switches,7
1764,Current Employees,No,Male,32,25 - 34,Master's Degree,Technical Degree,R&D,Research Scientist,1,12,10-15 switches,2,0-2 switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,7
1766,Current Employees,No,Male,38,35 - 44,Bachelor's Degree,Medical,R&D,Healthcare Representative,2,15,10-15 switches,3,3-6 switches,16,16-20 %,1,0,0-3 switches,1,0-3 switches,0
1767,Ex-Employees,Yes,Male,43,35 - 44,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,6,5-10 switches,9,6+ switches,16,16-20 %,1,0,0-3 switches,0,0-3 switches,0
1768,Current Employees,No,Male,42,35 - 44,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,7,5-10 switches,8,6+ switches,22,21-25 %,3,3,0-3 switches,0,0-3 switches,4
1770,Current Employees,No,Male,55,Over 55,Bachelor's Degree,Medical,R&D,Research Director,5,34,30-35 switches,8,6+ switches,12,11-15 %,3,0,0-3 switches,0,0-3 switches,0
1771,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,2,11,10-15 switches,5,3-6 switches,15,11-15 %,2,8,6-9 switches,1,0-3 switches,7
1772,Current Employees,No,Male,41,35 - 44,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,5,0-5 switches,1,0-2 switches,20,16-20 %,2,3,0-3 switches,0,0-3 switches,4
1774,Current Employees,No,Male,34,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,15,10-15 switches,1,0-2 switches,14,11-15 %,1,14,12-15 switches,0,0-3 switches,7
1775,Current Employees,No,Female,53,45 - 54,Master's Degree,Medical,R&D,Manufacturing Director,4,27,25-30 switches,4,3-6 switches,20,16-20 %,3,2,0-3 switches,0,0-3 switches,2
1778,Current Employees,No,Male,43,35 - 44,Bachelor's Degree,Life Sciences,HR,Human Resources,1,10,5-10 switches,0,0-2 switches,13,11-15 %,0,7,6-9 switches,1,0-3 switches,8
1779,Current Employees,No,Female,34,25 - 34,Associates Degree,Life Sciences,Sales,Sales Executive,2,6,5-10 switches,5,3-6 switches,12,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1780,Ex-Employees,Yes,Male,21,Under 25,High School,Marketing,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,13,11-15 %,0,0,0-3 switches,1,0-3 switches,0
1782,Current Employees,No,Female,38,35 - 44,Associates Degree,Other,R&D,Laboratory Technician,1,5,0-5 switches,1,0-2 switches,11,11-15 %,1,4,3-6 switches,0,0-3 switches,4
1783,Ex-Employees,Yes,Female,22,Under 25,High School,Medical,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1784,Current Employees,No,Female,31,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,13,10-15 switches,1,0-2 switches,14,11-15 %,2,7,6-9 switches,5,3-6 switches,7
1786,Current Employees,No,Female,51,45 - 54,Bachelor's Degree,Technical Degree,R&D,Manager,3,15,10-15 switches,2,0-2 switches,11,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1787,Current Employees,No,Male,37,35 - 44,Associates Degree,Marketing,Sales,Sales Executive,2,5,0-5 switches,1,0-2 switches,14,11-15 %,2,2,0-3 switches,0,0-3 switches,3
1789,Current Employees,No,Male,46,45 - 54,Master's Degree,Medical,R&D,Research Director,5,24,20-25 switches,7,6+ switches,17,16-20 %,1,1,0-3 switches,2,0-3 switches,2
1790,Current Employees,No,Male,36,35 - 44,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,3,15,10-15 switches,7,6+ switches,13,11-15 %,1,8,6-9 switches,5,3-6 switches,7
1792,Ex-Employees,Yes,Male,44,35 - 44,Associates Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,12,11-15 %,3,3,0-3 switches,2,0-3 switches,3
1794,Current Employees,No,Male,37,35 - 44,Associates Degree,Other,HR,Human Resources,2,19,15-20 switches,2,0-2 switches,13,11-15 %,0,0,0-3 switches,4,3-6 switches,7
1797,Ex-Employees,Yes,Male,35,35 - 44,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,18,16-20 %,0,7,6-9 switches,7,6-9 switches,7
1798,Current Employees,No,Male,33,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,1,14,10-15 switches,6,3-6 switches,19,16-20 %,1,8,6-9 switches,7,6-9 switches,6
1799,Current Employees,No,Male,28,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,11,11-15 %,1,3,0-3 switches,0,0-3 switches,3
1800,Current Employees,No,Male,39,35 - 44,High School,Medical,R&D,Research Director,3,9,5-10 switches,7,6+ switches,21,21-25 %,0,3,0-3 switches,2,0-3 switches,2
1801,Current Employees,No,Male,46,45 - 54,Associates Degree,Life Sciences,Sales,Sales Executive,2,6,5-10 switches,8,6+ switches,15,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1802,Current Employees,No,Female,40,35 - 44,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,7,5-10 switches,4,3-6 switches,17,16-20 %,1,3,0-3 switches,0,0-3 switches,2
1803,Current Employees,No,Male,42,35 - 44,Bachelor's Degree,Medical,R&D,Healthcare Representative,2,10,5-10 switches,5,3-6 switches,18,16-20 %,2,0,0-3 switches,0,0-3 switches,0
1804,Current Employees,No,Male,35,35 - 44,Associates Degree,Medical,R&D,Manufacturing Director,2,15,10-15 switches,2,0-2 switches,14,11-15 %,1,7,6-9 switches,1,0-3 switches,7
1805,Current Employees,No,Male,38,35 - 44,Bachelor's Degree,Human Resources,HR,Human Resources,1,13,10-15 switches,5,3-6 switches,13,11-15 %,3,10,9-12 switches,3,0-3 switches,8
1807,Ex-Employees,Yes,Male,34,25 - 34,Master's Degree,Life Sciences,R&D,Laboratory Technician,2,11,10-15 switches,4,3-6 switches,17,16-20 %,1,1,0-3 switches,0,0-3 switches,7
1809,Ex-Employees,Yes,Male,37,35 - 44,Master's Degree,Medical,R&D,Manufacturing Director,2,10,5-10 switches,1,0-2 switches,15,11-15 %,0,3,0-3 switches,0,0-3 switches,8
1812,Current Employees,No,Male,39,35 - 44,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,7,5-10 switches,2,0-2 switches,18,16-20 %,1,1,0-3 switches,2,0-3 switches,2
1813,Current Employees,No,Male,43,35 - 44,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,7,5-10 switches,4,3-6 switches,13,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1814,Current Employees,No,Male,41,35 - 44,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,11,10-15 switches,3,3-6 switches,12,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1815,Current Employees,No,Female,41,35 - 44,High School,Marketing,Sales,Sales Executive,3,23,20-25 switches,0,0-2 switches,13,11-15 %,1,14,12-15 switches,13,12-15 switches,5
1816,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Medical,R&D,Manufacturing Director,3,9,5-10 switches,9,6+ switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,2
1818,Ex-Employees,Yes,Female,26,25 - 34,Associates Degree,Medical,HR,Human Resources,1,6,5-10 switches,0,0-2 switches,11,11-15 %,0,1,0-3 switches,1,0-3 switches,4
1821,Ex-Employees,Yes,Female,46,45 - 54,Associates Degree,Medical,R&D,Healthcare Representative,2,13,10-15 switches,4,3-6 switches,22,21-25 %,1,7,6-9 switches,3,0-3 switches,7
1822,Current Employees,No,Female,40,35 - 44,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,12,10-15 switches,4,3-6 switches,17,16-20 %,1,3,0-3 switches,0,0-3 switches,3
1823,Current Employees,No,Male,34,25 - 34,Associates Degree,Technical Degree,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,21,21-25 %,2,8,6-9 switches,4,3-6 switches,8
1824,Current Employees,No,Male,58,Over 55,Bachelor's Degree,Medical,Sales,Manager,4,37,35+ switches,4,3-6 switches,22,21-25 %,1,9,6-9 switches,14,12-15 switches,14
1826,Current Employees,No,Male,35,35 - 44,Master's Degree,Medical,R&D,Laboratory Technician,1,6,5-10 switches,0,0-2 switches,16,16-20 %,1,4,3-6 switches,0,0-3 switches,3
1827,Current Employees,No,Female,47,45 - 54,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,3,28,25-30 switches,8,6+ switches,12,11-15 %,1,11,9-12 switches,14,12-15 switches,10
1829,Current Employees,No,Female,40,35 - 44,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,15,10-15 switches,2,0-2 switches,12,11-15 %,1,4,3-6 switches,7,6-9 switches,7
1830,Current Employees,No,Female,54,45 - 54,Master's Degree,Medical,R&D,Research Scientist,2,14,10-15 switches,4,3-6 switches,15,11-15 %,1,1,0-3 switches,1,0-3 switches,7
1833,Current Employees,No,Female,31,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,3,9,5-10 switches,2,0-2 switches,14,11-15 %,2,2,0-3 switches,2,0-3 switches,2
1834,Current Employees,No,Female,28,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,3,0-5 switches,1,0-2 switches,25,21-25 %,1,2,0-3 switches,1,0-3 switches,2
1835,Current Employees,No,Female,38,35 - 44,Master's Degree,Marketing,Sales,Sales Representative,2,20,15-20 switches,2,0-2 switches,20,16-20 %,2,2,0-3 switches,0,0-3 switches,3
1836,Current Employees,No,Male,26,25 - 34,Bachelor's Degree,Medical,Sales,Sales Executive,2,5,0-5 switches,1,0-2 switches,13,11-15 %,0,3,0-3 switches,1,0-3 switches,2
1837,Current Employees,No,Male,58,Over 55,Master's Degree,Life Sciences,R&D,Research Director,4,23,20-25 switches,2,0-2 switches,14,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1839,Current Employees,No,Female,18,Under 25,Bachelor's Degree,Medical,R&D,Research Scientist,1,0,0-5 switches,1,0-2 switches,16,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1842,Ex-Employees,Yes,Male,31,25 - 34,Doctoral Degree,Human Resources,HR,Human Resources,1,2,0-5 switches,0,0-2 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1844,Ex-Employees,Yes,Male,29,25 - 34,Bachelor's Degree,Human Resources,HR,Human Resources,1,4,0-5 switches,4,3-6 switches,15,11-15 %,3,2,0-3 switches,2,0-3 switches,0
1845,Current Employees,No,Female,45,45 - 54,Master's Degree,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,4,3-6 switches,22,21-25 %,2,7,6-9 switches,5,3-6 switches,7
1847,Current Employees,No,Female,36,35 - 44,Master's Degree,Other,R&D,Research Scientist,2,15,10-15 switches,4,3-6 switches,22,21-25 %,1,0,0-3 switches,0,0-3 switches,0
1849,Current Employees,No,Male,43,35 - 44,Master's Degree,Life Sciences,Sales,Sales Executive,2,7,5-10 switches,1,0-2 switches,20,16-20 %,1,7,6-9 switches,7,6-9 switches,7
1850,Current Employees,No,Female,27,25 - 34,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,6,5-10 switches,0,0-2 switches,14,11-15 %,0,4,3-6 switches,0,0-3 switches,2
1852,Current Employees,No,Male,29,25 - 34,High School,Medical,R&D,Laboratory Technician,1,11,10-15 switches,1,0-2 switches,13,11-15 %,0,8,6-9 switches,3,0-3 switches,10
1853,Current Employees,No,Male,32,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,4,0-5 switches,8,6+ switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1854,Current Employees,No,Male,42,35 - 44,Master's Degree,Technical Degree,R&D,Research Scientist,1,10,5-10 switches,3,3-6 switches,22,21-25 %,2,3,0-3 switches,3,0-3 switches,3
1856,Current Employees,No,Female,47,45 - 54,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,7,5-10 switches,4,3-6 switches,12,11-15 %,0,2,0-3 switches,2,0-3 switches,0
1857,Current Employees,No,Male,46,45 - 54,Associates Degree,Life Sciences,R&D,Manufacturing Director,3,12,10-15 switches,3,3-6 switches,14,11-15 %,1,8,6-9 switches,4,3-6 switches,7
1858,Current Employees,No,Male,28,25 - 34,Associates Degree,Life Sciences,HR,Human Resources,1,3,0-5 switches,1,0-2 switches,15,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1859,Current Employees,No,Male,29,25 - 34,High School,Life Sciences,R&D,Healthcare Representative,2,11,10-15 switches,8,6+ switches,17,16-20 %,2,0,0-3 switches,1,0-3 switches,6
1860,Current Employees,No,Male,42,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,8,5-10 switches,4,3-6 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1862,Ex-Employees,Yes,Male,32,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,7,5-10 switches,7,6+ switches,12,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1863,Current Employees,No,Female,46,45 - 54,Bachelor's Degree,Technical Degree,Sales,Sales Executive,4,25,20-25 switches,2,0-2 switches,12,11-15 %,1,17,15-18 switches,2,0-3 switches,8
1864,Current Employees,No,Female,27,25 - 34,High School,Medical,Sales,Sales Representative,2,9,5-10 switches,1,0-2 switches,21,21-25 %,1,8,6-9 switches,5,3-6 switches,8
1865,Current Employees,No,Male,29,25 - 34,High School,Medical,HR,Human Resources,1,1,0-5 switches,1,0-2 switches,11,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1866,Current Employees,No,Female,43,35 - 44,Bachelor's Degree,Medical,R&D,Manager,5,21,20-25 switches,7,6+ switches,13,11-15 %,0,12,9-12 switches,6,3-6 switches,14
1867,Current Employees,No,Male,48,45 - 54,Bachelor's Degree,Life Sciences,R&D,Research Director,5,29,25-30 switches,4,3-6 switches,12,11-15 %,0,10,9-12 switches,12,9-12 switches,9
1868,Ex-Employees,Yes,Male,29,25 - 34,Associates Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,24,21-25 %,0,0,0-3 switches,1,0-3 switches,0
1869,Ex-Employees,Yes,Female,46,45 - 54,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,14,10-15 switches,5,3-6 switches,21,21-25 %,3,7,6-9 switches,0,0-3 switches,7
1870,Current Employees,No,Female,27,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,8,5-10 switches,0,0-2 switches,19,16-20 %,1,6,3-6 switches,7,6-9 switches,3
1871,Current Employees,No,Male,39,35 - 44,Master's Degree,Other,R&D,Research Scientist,2,7,5-10 switches,8,6+ switches,14,11-15 %,3,2,0-3 switches,2,0-3 switches,2
1873,Current Employees,No,Male,55,Over 55,Master's Degree,Technical Degree,R&D,Research Scientist,1,19,15-20 switches,8,6+ switches,20,16-20 %,1,2,0-3 switches,0,0-3 switches,4
1875,Current Employees,No,Female,28,25 - 34,Bachelor's Degree,Medical,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,19,16-20 %,1,0,0-3 switches,0,0-3 switches,0
1876,Ex-Employees,Yes,Male,30,25 - 34,Bachelor's Degree,Medical,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1878,Ex-Employees,Yes,Male,22,Under 25,High School,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,23,21-25 %,0,0,0-3 switches,0,0-3 switches,0
1880,Current Employees,No,Female,36,35 - 44,Master's Degree,Technical Degree,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,13,11-15 %,1,9,6-9 switches,1,0-3 switches,7
1881,Current Employees,No,Male,31,25 - 34,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,2,10,5-10 switches,1,0-2 switches,11,11-15 %,1,8,6-9 switches,0,0-3 switches,2
1882,Current Employees,No,Male,34,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,9,5-10 switches,2,0-2 switches,13,11-15 %,3,3,0-3 switches,1,0-3 switches,0
1883,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,11,10-15 switches,3,3-6 switches,14,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1885,Current Employees,No,Male,37,35 - 44,Master's Degree,Medical,R&D,Research Scientist,2,16,15-20 switches,5,3-6 switches,22,21-25 %,1,3,0-3 switches,0,0-3 switches,4
1886,Current Employees,No,Female,35,35 - 44,Associates Degree,Other,R&D,Manufacturing Director,2,4,0-5 switches,0,0-2 switches,11,11-15 %,0,2,0-3 switches,0,0-3 switches,2
1888,Current Employees,No,Female,45,45 - 54,Associates Degree,Life Sciences,R&D,Manufacturing Director,2,10,5-10 switches,0,0-2 switches,13,11-15 %,2,8,6-9 switches,3,0-3 switches,8
1890,Current Employees,No,Male,36,35 - 44,High School,Human Resources,HR,Human Resources,2,10,5-10 switches,1,0-2 switches,21,21-25 %,0,1,0-3 switches,0,0-3 switches,8
1892,Current Employees,No,Male,40,35 - 44,Master's Degree,Life Sciences,R&D,Manager,4,22,20-25 switches,2,0-2 switches,11,11-15 %,1,7,6-9 switches,11,9-12 switches,16
1893,Current Employees,No,Female,26,25 - 34,Associates Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,13,11-15 %,1,0,0-3 switches,1,0-3 switches,0
1898,Current Employees,No,Female,27,25 - 34,Associates Degree,Medical,Sales,Sales Executive,2,9,5-10 switches,0,0-2 switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,7
1900,Current Employees,No,Female,48,45 - 54,Bachelor's Degree,Medical,R&D,Manager,4,24,20-25 switches,3,3-6 switches,11,11-15 %,1,17,15-18 switches,4,3-6 switches,7
1903,Current Employees,No,Male,44,35 - 44,Master's Degree,Life Sciences,R&D,Healthcare Representative,2,10,5-10 switches,2,0-2 switches,15,11-15 %,1,0,0-3 switches,2,0-3 switches,2
1905,Ex-Employees,Yes,Male,34,25 - 34,Master's Degree,Technical Degree,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,23,21-25 %,1,2,0-3 switches,3,0-3 switches,0
1907,Ex-Employees,Yes,Male,56,Over 55,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,5,0-5 switches,1,0-2 switches,16,16-20 %,0,2,0-3 switches,1,0-3 switches,0
1908,Current Employees,No,Male,36,35 - 44,Associates Degree,Marketing,Sales,Sales Executive,2,12,10-15 switches,2,0-2 switches,16,16-20 %,2,2,0-3 switches,1,0-3 switches,3
1909,Current Employees,No,Female,41,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,2,14,10-15 switches,5,3-6 switches,21,21-25 %,1,4,3-6 switches,1,0-3 switches,4
1911,Current Employees,No,Male,42,35 - 44,Bachelor's Degree,Medical,R&D,Research Director,3,18,15-20 switches,9,6+ switches,13,11-15 %,1,7,6-9 switches,5,3-6 switches,7
1912,Current Employees,No,Female,31,25 - 34,Associates Degree,Medical,Sales,Sales Executive,2,8,5-10 switches,2,0-2 switches,11,11-15 %,1,2,0-3 switches,1,0-3 switches,4
1915,Current Employees,No,Female,34,25 - 34,High School,Medical,Sales,Sales Executive,2,9,5-10 switches,3,3-6 switches,12,11-15 %,0,2,0-3 switches,0,0-3 switches,1
